Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S36232430,Canada Goose,Branta canadensis,277,1,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,04-22-2017,10:33 AM,eBird - Traveling Count,8,1,.5,,2
S36256908,Canada Goose,Branta canadensis,277,1,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,04-24-2017,02:03 PM,eBird - Traveling Count,10,1,.5,,2
S36308936,Canada Goose,Branta canadensis,277,1,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,04-25-2017,12:39 PM,eBird - Traveling Count,9,1,.5,,2
S36308942,Canada Goose,Branta canadensis,277,2,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,04-25-2017,01:50 PM,eBird - Traveling Count,10,1,.4,,2
S36541317,Canada Goose,Branta canadensis,277,1,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,05-03-2017,06:11 PM,eBird - Traveling Count,15,1,.8,,2
S36726167,Canada Goose,Branta canadensis,277,1,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,05-10-2017,06:50 PM,eBird - Traveling Count,11,1,.55,,2
S37136345,Canada Goose,Branta canadensis,277,2,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,05-24-2017,07:25 PM,eBird - Traveling Count,9,1,.6,,2
S37380520,Canada Goose,Branta canadensis,277,3,CA-BC,Metro Vancouver,Walk to mall,49.248071,-122.8995805,06-03-2017,11:10 AM,eBird - Traveling Count,9,1,.5,,2
S36221495,Canada Goose,Branta canadensis,277,2,CA-BC,Metro Vancouver,West Vancouver--Ambleside Park,49.3239431,-123.1448348,04-23-2017,10:28 AM,eBird - Traveling Count,8,1,.4,,2
S36216470,Canada Goose,Branta canadensis,277,5,CA-BC,Metro Vancouver,West Vancouver--Klootchman Park,49.34037,-123.26826,04-23-2017,03:59 PM,eBird - Stationary Count,101,1,,,3
S41276200,Canada Goose,Branta canadensis,277,55,CA-BC,Metro Vancouver,White Rock Beach,49.0164255,-122.7935886,12-23-2017,02:46 PM,eBird - Traveling Count,12,1,.7,,2
S39390327,Canada Goose,Branta canadensis,277,12,CA-BC,Metro Vancouver,White Rock Pier,49.0196902,-122.8058917,09-24-2017,03:03 PM,eBird - Traveling Count,90,1,1.6,,4
S35620149,Canada Goose,Branta canadensis,277,2,CA-BC,Metro Vancouver,Winston and Piper,49.2481366,-122.935389,04-01-2017,02:37 PM,eBird - Traveling Count,27,1,1.2,,2
S36819466,Canada Goose,Branta canadensis,277,9,US-OR,Multnomah,Tom McCall Waterfront Park,45.5199504,-122.6706342,05-13-2017,06:34 PM,eBird - Traveling Count,17,1,.5,,1
S39926887,Canada Goose,Branta canadensis,277,30,US-CA,San Francisco,Golden Gate Park--Stow Lake,37.7675496,-122.4734026,10-14-2017,04:39 PM,eBird - Traveling Count,116,1,1.22,,1,,,Also saw released female Mandarin Duck. Also three large heron/pelican type birds on flyover.
S36947173,Canada Goose,Branta canadensis,277,13,US-OR,Washington,Tualatin River NWR,45.3811203,-122.8353667,05-17-2017,12:26 PM,eBird - Traveling Count,326,1,3,,1
S38644916,Canada Goose,Branta canadensis,277,5,FI-18,,"5 Linnunlauluntie, FI (60.184, 24.936)",60.183826,24.9358257,08-14-2017,09:18 PM,eBird - Stationary Count,6,1,,,2
S44743447,Canada Goose,Branta canadensis,277,5,BE-BRU,,Brussels--Parc Leopold,50.8385846,4.379755,04-19-2018,06:41 PM,eBird - Traveling Count,44,1,.65,,2
S44743569,Canada Goose,Branta canadensis,277,3,BE-BRU,,Brussels--Parc Leopold,50.8385846,4.379755,04-20-2018,12:03 PM,eBird - Traveling Count,19,1,.39,,2
S44822879,Canada Goose,Branta canadensis,277,10,BE-VLG,,Gent - Bourgoyen-Ossemeersen,51.062598,3.6742187,04-22-2018,02:07 PM,eBird - Traveling Count,68,1,1.37,,2
S44822480,Canada Goose,Branta canadensis,277,40,BE-VLG,,Gent - Bourgoyen-Ossemeersen,51.062598,3.6742187,04-22-2018,03:17 PM,eBird - Stationary Count,110,1,,,2
S44826663,Canada Goose,Branta canadensis,277,12,BE-VLG,,Gent - Bourgoyen-Ossemeersen,51.062598,3.6742187,04-22-2018,05:24 PM,eBird - Traveling Count,83,1,2.9,,2
S44828007,Canada Goose,Branta canadensis,277,15,BE-VLG,,Gent - Bourgoyen-Ossemeersen,51.062598,3.6742187,04-22-2018,06:51 PM,eBird - Stationary Count,32,1,,,2
S38749009,Canada Goose,Branta canadensis,277,9,FI-18,,Helsinki--Seurasaari,60.1824802,24.8842907,08-21-2017,03:47 PM,eBird - Traveling Count,214,1,5,,2,,,Track terminated early. 
S38644904,Canada Goose,Branta canadensis,277,2,FI-18,,"Helsinki--Viikki, Vanhankaupunginlahti",60.2095485,24.9943256,08-14-2017,03:50 PM,eBird - Traveling Count,224,1,2,,2
S38673019,Canada Goose,Branta canadensis,277,5,FI-18,,Suomenlinna Ferry Ride,60.1578272,24.9792127,08-16-2017,11:00 AM,eBird - Traveling Count,15,1,2.8,,2,,,On suomenlinna ferry
